Source,Target,Weights
y,szukiwa,1
y,rzuc,1
y,buchać,1
y,tni,1
y,wak,1
y,koz,1
y,tra,1
y,magać,1
y,korzy,1
y,dowy,1
y,wczy,1
y,ktan,1
y,warka,1
y,ruch,1
y,stw,1
y,lion,1
y,de,1
y,nnik,1
y,met,1
y,lijski,1
y,cy,1
y,cisk,1
y,cis,1
y,kcjonar,1
y,ntowy,1
y,kopa,1
y,kop,1
y,powied,1
y,trość,1
y,kit,1
y,nak,1
y,jąć,1
y,chi,1
y,ob,1
y,nag,1
y,zjo,1
y,sowa,1
y,świetlać,1
y,świe,1
y,świ,1
y,sło,1
y,jmować,1
y,kładn,1
y,dzia,1
y,wersja,1
y,we,1
y,mier,1
y,skać,1
y,nóżka,1
y,nóż,1
y,starczać,1
y,cerz,1
y,menta,1
y,mistka,1
y,towy,1
y,ry,1
y,ryg,1
y,kow,1
y,starcza,1
y,styka,1
y,zo,1
y,szny,1
y,kł,1
y,bszy,1
y,gotow,1
y,gotowa,1
y,tny,1
y,szły,1
y,dka,1
y,buch,1
y,mnic,1
y,narz,1
y,zys,1
y,uzda,1
y,wołać,1
y,rafa,1
y,walka,1
y,stal,1
y,wal,1
y,kon,1
y,walny,1
y,wowy,1
y,sok,1
y,paczka,1
y,dupczyć,1
y,klej,1
y,dawn,1
y,daw,1
y,haftować,1
y,kły,1
y,darzenie,1
y,mó,1
y,torium,1
y,gry,1
y,sic,1
y,gr,1
y,now,1
y,zw,1
y,lać,1
y,szel,1
y,znaw,1
y,przedaż,1
y,prz,1
y,przed,1
y,rodni,1
y,ros,1
y,nt,1
y,dzieło,1
y,fika,1
y,puszczać,1
y,puszcza,1
y,gnąć,1
y,gwiezdny,1
y,mka,1
y,mówić,1
y,ce,1
y,cowy,1
y,dal,1
y,tar,1
y,znaczyć,1
y,letka,1
y,karka,1
y,kar,1
y,krzyk,1
y,krzy,1
y,syp,1
y,logowanie,1
y,dmow,1
y,gotować,1
y,but,1
y,mywać,1
y,kr,1
y,tanie,1
y,ber,1
y,prawianie,1
y,bitny,1
y,wiony,1
y,dr,1
y,stokr,1
y,sto,1
y,czać,1
y,łączać,1
y,łącz,1
y,kańczy,1
y,wn,1
y,stad,1
y,wisty,1
y,bowy,1
y,grać,1
y,gra,1
y,pieć,1
y,dawka,1
y,syn,1
y,rzut,1
y,lek,1
y,wia,1
y,kówka,1
y,watka,1
y,brać,1
y,myślić,1
y,gać,1
y,wir,1
y,łudzić,1
y,szk,1
y,sp,1
y,rk,1
y,chodn,1
y,sku,1
y,prawi,1
y,niani,1
y,krwawić,1
y,dł,1
y,zacja,1
y,styk,1
y,dki,1
y,kan,1
y,jka,1
y,stny,1
y,lec,1
najw,d,1
najw,e,1
ź,ró,1
ź,nion,1
ź,wiedz,1
ź,więk,1
ź,ro,1
ź,wiadek,1
ź,wiad,1
ź,wię,1
ź,bło,1
ź,dź,1
naj,wy,1
naj,czu,1
naj,at,1
naj,wa,1
naj,liczniejszy,1
naj,kr,1
naj,ni,1
naj,rom,1
naj,ja,1
naj,ci,1
naj,ub,1
naj,sz,1
naj,ta,1
naj,dro,1
naj,pr,1
naj,am,1
naj,cza,1
naj,wię,1
naj,no,1
naj,ba,1
naj,ost,1
naj,ro,1
naj,po,1
w,edzki,1
w,owa,1
w,ate,1
w,ieczn,1
w,ierniejszy,1
w,ynieść,1
w,yna,1
w,izda,1
w,isi,1
w,edka,1
w,ta,1
w,oni,1
w,onie,1
w,rogi,1
w,awy,1
w,aza,1
w,abi,1
w,io,1
w,re,1
w,ęg,1
w,yle,1
w,awić,1
w,ięt,1
w,ewnętrzny,1
w,ewn,1
w,iat,1
w,olnik,1
w,awr,1
w,rzy,1
w,inka,1
w,obraz,1
w,ila,1
w,ciał,1
w,nu,1
w,icie,1
w,ąc,1
w,iazdk,1
w,dziedzi,1
w,oły,1
w,odn,1
w,ięto,1
w,spani,1
w,ektor,1
w,ekt,1
w,enie,1
w,za,1
w,ysz,1
w,aterni,1
w,iazdo,1
w,ito,1
w,arta,1
w,ert,1
w,yma,1
w,ony,1
w,yżerka,1
w,yż,1
w,az,1
w,óreczka,1
w,arzyst,1
w,ars,1
w,ierdzi,1
w,noczesny,1
w,ok,1
w,alać,1
w,adzi,1
w,us,1
w,ariat,1
w,alijczyk,1
w,ity,1
w,onek,1
w,dza,1
w,uk,1
w,zwód,1
w,zwó,1
w,yg,1
w,ini,1
w,iedzic,1
w,nic,1
w,alt,1
w,ec,1
w,izm,1
w,eter,1
w,okost,1
w,okos,1
w,yr,1
w,ięk,1
w,ido,1
w,iez,1
w,oja,1
w,łaś,1
w,dz,1
w,łosie,1
w,kowy,1
w,ieśni,1
w,ki,1
w,yś,1
w,yści,1
w,czynka,1
w,rzód,1
w,ybi,1
w,ygodny,1
w,anili,1
w,iecznik,1
w,ska,1
w,racać,1
w,ied,1
w,noś,1
w,ież,1
w,ień,1
w,ator,1
w,angar,1
w,anga,1
w,arst,1
w,obo,1
w,ob,1
w,yj,1
w,ag,1
w,ianin,1
w,ico,1
w,niany,1
w,iza,1
w,awa,1
w,dow,1
w,dowa,1
w,atka,1
w,iękow,1
w,sk,1
w,iarnia,1
w,łoda,1
w,ura,1
w,łączać,1
w,łącz,1
w,yzys,1
w,yz,1
w,acz,1
w,otny,1
w,iarz,1
w,amp,1
w,nę,1
w,af,1
w,ąski,1
w,odo,1
w,alec,1
w,nanie,1
w,szel,1
w,aćpan,1
w,ała,1
w,nywalny,1
w,ażnik,1
w,nowa,1
w,arzys,1
w,niak,1
w,ko,1
w,ytry,1
w,depnąć,1
w,de,1
w,oz,1
w,erzysta,1
w,ej,1
w,dychać,1
w,dy,1
w,oc,1
w,ty,1
w,odzenie,1
w,ięc,1
w,ąż,1
w,acki,1
w,yb,1
w,ion,1
w,orka,1
w,arg,1
w,omba,1
w,ig,1
w,strzemię,1
w,strzemi,1
w,strz,1
w,itr,1
w,oj,1
w,karz,1
w,kar,1
w,iosk,1
w,ąz,1
w,pływa,1
w,esz,1
w,łó,1
w,łosk,1
w,tore,1
w,olniejszy,1
w,iano,1
w,ron,1
w,zaje,1
w,kur,1
w,ysp,1
w,yrk,1
w,yt,1
w,iosł,1
w,un,1
w,ita,1
w,itacja,1
w,iać się,1
w,odnik,1
w,ych,1
w,sta,1
w,ódka,1
w,niani,1
ra,ku,1
ra,towa,1
ra,ta,1
ra,ch,1
ra,dzić,1
ra,cz,1
ra,czać,1
ra,nizacja,1
ra,kie,1
ra,ib,1
ra,sny,1
ra,wiec,1
ra,ment,1
ra,wny,1
ra,niczy,1
ra,e,1
ra,ka,1
ra,ina,1
ra,matyczny,1
ra,nicz,1
ra,czanie,1
ra,lijski,1
ra,cja,1
ra,ny,1
wy,nie,1
wy,st,1
wy,na,1
wy,ko,1
wy,ga,1
wy,ści,1
wy,zy,1
wy,lać,1
wy,si,1
pożycz,y,1
pożycz,a,1
ć,fina,1
ć,fi,1
ć,mieni,1
ć,mienie,1
ć,mi,1
ć,pać,1
ć,wia,1
p,rzym,1
p,opierdol,1
p,ola,1
p,ilnik,1
p,ryś,1
p,odbi,1
p,lac,1
p,rez,1
p,tota,1
p,lotka,1
p,lot,1
p,ortugal,1
p,ila,1
p,ytać,1
p,lika,1
p,ocze,1
p,ur,1
p,racz,1
p,ach,1
p,iór,1
p,es,1
p,odchodzić,1
p,aska,1
p,odo,1
p,aja,1
p,arad,1
p,ula,1
p,odlew,1
p,idło,1
p,ól,1
p,ój,1
p,tur,1
p,ono,1
p,alm,1
p,rzem,1
p,owóz,1
p,owó,1
p,orta,1
p,eda,1
p,edia,1
p,rzech,1
p,iący,1
p,okonać,1
p,oko,1
p,okazać,1
p,eku,1
p,usty,1
p,inka,1
p,rzesiek,1
p,rzesie,1
p,azowy,1
p,iecz,1
p,odwodn,1
p,tografi,1
p,rzód,1
p,opi,1
p,erz,1
p,rawnik,1
p,ania,1
p,aria,1
p,szczeli,1
p,lus,1
p,orn,1
p,odzie,1
p,row,1
p,asza,1
p,ew,1
p,oloni,1
p,actwo,1
p,odr,1
p,arny,1
p,arn,1
p,aj,1
p,rostat,1
p,rew,1
p,etyc,1
p,tyjski,1
p,iani,1
p,ienie,1
p,obo,1
p,łodny,1
p,łod,1
p,ierś,1
p,omo,1
p,arszy,1
p,arować,1
p,odatkowy,1
p,rod,1
p,uszcz,1
p,cowy,1
p,co,1
p,ijać,1
p,rzyk,1
p,owolny,1
p,ozwa,1
p,ęka,1
p,roto,1
p,atyk,1
p,iryczny,1
p,lement,1
p,lano,1
p,rot,1
p,rych,1
p,rycha,1
p,orze,1
p,owód,1
p,owi,1
p,roli,1
p,otwór,1
p,osa,1
p,um,1
p,otop,1
p,usta,1
p,ączek,1
p,lądr,1
p,fr,1
p,arag,1
p,ru,1
p,łata,1
p,rop,1
p,łom,1
p,lon,1
p,odstaw,1
p,azur,1
p,olew,1
p,lemi,1
p,ela,1
p,rzyp,1
p,utacja,1
p,olano,1
p,ug,1
p,aster,1
p,ich,1
p,ieżny,1
p,ierd,1
p,oje,1
p,ut,1
p,yto,1
p,ast,1
p,asto,1
p,ys,1
p,ysz,1
p,ace,1
p,ote,1
p,ięt,1
p,ogar,1
p,rom,1
p,iorni,1
p,apro,1
p,łynąć,1
p,apu,1
p,uzi,1
p,ini,1
p,aroni,1
p,ob,1
p,leca,1
p,ort,1
p,owie,1
p,ecz,1
p,olski,1
p,ale,1
p,ols,1
p,ami,1
p,tak,1
p,rab,1
p,asaż,1
p,oł,1
p,rawn,1
p,ekt,1
p,ęt,1
p,aleon,1
p,oprowadz,1
p,iłe,1
p,rost,1
p,asi,1
p,ół,1
p,tr,1
p,rolog,1
p,ocentryzm,1
p,ag,1
p,ionowy,1
p,ęknąć,1
p,artykuł,1
p,arty,1
p,okład,1
p,orny,1
p,ięcio,1
p,okrzy,1
p,okonan,1
p,edyczny,1
p,ień,1
p,ante,1
p,arzyst,1
p,czyca,1
p,oświ,1
p,rzele,1
p,iada,1
p,iad,1
p,otwar,1
p,otw,1
p,opyt,1
p,tasz,1
p,ięci,1
p,różnić,1
p,ata,1
p,oży,1
p,remi,1
p,let,1
p,lanta,1
p,rzesz,1
p,unkcja,1
p,un,1
p,ide,1
p,łon,1
p,ływać,1
p,ej,1
p,opie,1
p,ilniejszy,1
p,lotk,1
p,odł,1
p,yl,1
p,ryj,1
p,iwo,1
p,iw,1
p,ien,1
p,iar,1
p,tać,1
p,leśn,1
p,atyczny,1
p,ejka,1
p,uc,1
p,uszy,1
p,ałka,1
p,alowy,1
p,ąt,1
p,oza,1
p,and,1
poży,czy,1
czy,ci,1
czy,na,1
ży,k,1
ży,tny,1
c,ieszyć,1
c,ies,1
c,hom,1
c,zeń,1
c,har,1
c,ota,1
c,aryc,1
c,ianka,1
c,mentarz,1
c,men,1
c,zest,1
c,uc,1
c,iciel,1
c,icie,1
c,zwa,1
c,ieśni,1
c,os,1
c,osi,1
c,her,1
c,ytować,1
c,ęt,1
c,ios,1
c,zb,1
c,ot,1
c,oty,1
c,ony,1
c,zba,1
c,zkowiec,1
c,ern,1
c,eb,1
c,iw,1
c,zerszy,1
c,zersz,1
c,yrko,1
c,ybi,1
c,yb,1
c,ywać,1
c,eton,1
c,ip,1
c,zkow,1
c,ich,1
c,ib,1
c,zel,1
c,odzi,1
c,odzie,1
c,hani,1
c,iół,1
c,janka,1
c,zydło,1
c,ink,1
c,ieć,1
c,zędny,1
c,zoł,1
c,zew,1
c,jo,1
c,iemię,1
c,iem,1
c,iad,1
c,yst,1
c,ady,1
c,ion,1
c,yr,1
c,yrk,1
c,iera,1
c,zyciel,1
c,or,1
c,ure,1
c,zany,1
c,zyć się,1
c,zynka,1
c,mentarn,1
c,hać się,1
c,hit,1
c,zem,1
c,zyste,1
c,not,1
c,yni,1
c,ałować,1
c,zowawy,1
c,ig,1
c,ist,1
c,edoński,1
c,zmienny,1
c,zelina,1
c,zur,1
c,iał,1
c,ok,1
c,okó,1
c,okół,1
c,edzi,1
c,ięstwo,1
c,yk,1
c,zna,1
c,zak,1
c,hipe,1
c,edz,1
c,ealista,1
c,iak,1
c,eg,1
c,jen,1
c,ukie,1
c,znik,1
c,zysty,1
c,ontent,1
c,on,1
c,ichszy,1
c,owi,1
c,ydzi,1
c,ydzie,1
c,hen,1
c,howy,1
c,owa,1
c,zki,1
c,jan,1
c,hip,1
c,iasteczko,1
c,iast,1
c,haro,1
c,zyw,1
c,ało,1
c,ezja,1
c,al,1
c,iwy,1
c,zyta,1
c,ack,1
c,an,1
c,iały,1
c,iż,1
c,zło,1
c,zop,1
c,yw,1
c,as,1
c,óreczka,1
c,ór,1
c,ierp,1
z,ędn,1
z,barwny,1
z,bar,1
z,aczy,1
z,tr,1
z,achcianka,1
z,gorze,1
z,gorzel,1
z,gor,1
z,ekać,1
z,eł,1
z,ajka,1
z,ty,1
z,tyl,1
z,ut,1
z,akrętka,1
z,urzy,1
z,ieł,1
z,owniczy,1
z,lacha,1
z,omo,1
z,om,1
z,tar,1
z,onim,1
z,warka,1
z,egan,1
z,sadzać,1
z,sadza,1
z,bieranie,1
z,oz,1
z,ozo,1
z,rzesz,1
z,drad,1
z,sąd,1
z,dementować,1
z,być,1
z,ennik,1
z,id,1
z,idzi,1
z,ukan,1
z,eka,1
z,yca,1
z,arańcza,1
z,warun,1
z,tuka,1
z,tu,1
z,otyczn,1
z,szywka,1
z,ważyć,1
z,waż,1
z,ale,1
z,ebrać,1
z,trosk,1
z,tro,1
z,płatny,1
z,ynieść,1
z,ok,1
z,bawi,1
z,niowy,1
z,ądz,1
z,ajnik,1
z,dka,1
z,iedz,1
z,opa,1
z,anin,1
z,robić,1
z,ant,1
z,mia,1
z,osn,1
z,mara,1
z,ęd,1
z,ior,1
z,to,1
z,tor,1
z,ręcz,1
z,ęć,1
z,koc,1
z,awa,1
z,ewc,1
z,mora,1
z,oi,1
z,darzenie,1
z,brod,1
z,bro,1
z,emie,1
z,ion,1
z,awie,1
z,czyk,1
z,ato,1
z,dek,1
z,de,1
z,iur,1
z,kształt,1
z,kotka,1
z,kop,1
z,ewać,1
z,czuć,1
z,uki,1
z,arka,1
z,mal,1
z,amino,1
z,pocz,1
z,jon,1
z,yste,1
z,ula,1
z,rabować,1
z,robiony,1
z,robi,1
z,iać,1
z,ewski,1
z,liwy,1
z,eczni,1
z,yta,1
z,oto,1
z,aje,1
z,mywa,1
z,pan,1
z,iedzi,1
z,ądek,1
z,afka,1
z,puszcz,1
z,pusz,1
z,orc,1
z,wymyślać,1
z,wymyśl,1
z,kować,1
z,ycze,1
z,wart,1
z,iewnik,1
z,won,1
z,alt,1
z,odk,1
z,burzyć,1
z,burz,1
z,umow,1
z,ątek,1
z,prot,1
z,pro,1
z,wór,1
z,łot,1
z,echa,1
z,ariat,1
z,kowalny,1
z,kowa,1
z,esz,1
z,yka,1
z,ynk,1
z,myć,1
z,pod,1
z,agi,1
z,ewnętrzny,1
z,ewn,1
z,emny,1
z,umienie,1
z,ucać,1
z,staj,1
z,erwować,1
z,ali,1
z,up,1
z,myślić,1
z,ysł,1
z,yplo,1
z,dobny,1
z,bla,1
z,kać,1
z,gro,1
z,gromadz,1
z,gromad,1
z,eczny,1
z,alkoholowy,1
z,owawy,1
z,alnia,1
z,iadek,1
z,ędzi,1
z,jak,1
z,ymski,1
z,agani,1
z,aga,1
z,alo,1
z,łodziej,1
z,łod,1
z,łodzi,1
z,łapa,1
z,iemi,1
z,iemiec,1
z,dolny,1
z,dol,1
z,erny,1
z,ont,1
z,iany,1
z,yczeć,1
z,bożny,1
z,ewa,1
z,nacz,1
z,ud,1
z,ku,1
z,wół,1
z,czowy,1
z,abat,1
z,ysz,1
z,ojebca,1
z,ojeb,1
z,dźwięczny,1
z,ostawać,1
z,ost,1
z,kło,1
z,aiczny,1
z,ada,1
z,az,1
z,droś,1
z,dany,1
z,dan,1
z,ów,1
z,isz,1
z,arod,1
z,orek,1
z,różnić,1
z,róż,1
z,gwiazda,1
z,gwiazd,1
z,gwi,1
z,ności,1
z,nurek,1
z,nur,1
z,apro,1
z,ięczny,1
z,gowie,1
z,różnia,1
z,grzeszyć,1
z,grzesz,1
z,grze,1
z,ęcz,1
z,ęczeć,1
z,emio,1
z,ostaw,1
z,ony,1
z,eczyć,1
z,ymać,1
z,elki,1
z,one,1
z,ęt,1
z,wonie,1
z,adzi,1
z,wykł,1
z,be,1
z,ewid,1
z,arniejszy,1
z,eczy,1
z,ywny,1
z,ciwszy,1
z,iew,1
z,naj,1
z,ownia,1
z,oza,1
z,afi,1
z,kl,1
z,ważać,1
z,mieć,1
z,czać,1
z,pad,1
z,iemian,1
z,mywać,1
z,ół,1
z,asow,1
z,yd,1
z,sen,1
z,dementowa,1
z,dem,1
z,ynowa,1
z,nikać,1
z,ecz,1
z,ern,1
z,ień,1
z,awian,1
z,ogini,1
z,ybi,1
z,ależ,1
z,nany,1
z,jebka,1
z,mieni,1
z,eln,1
z,au,1
z,apierdalać,1
z,ięci,1
z,rob,1
z,robot,1
z,robotn,1
z,iem,1
z,łoż,1
z,czoł,1
z,drow,1
z,ybo,1
z,ęznąć,1
z,niknąć,1
z,bój,1
z,uga,1
z,ić s,1
z,emienny,1
z,ąć,1
z,eśni,1
z,eśniak,1
z,dum,1
z,du,1
z,est,1
z,im,1
z,yzn,1
z,pak,1
z,ute,1
z,kole,1
z,niewi,1
z,ami,1
z,inka,1
z,diagnozować,1
z,yg,1
z,pusta,1
z,pust,1
z,ecznik,1
z,łowie,1
z,uł,1
z,otowy,1
z,nawa,1
z,umniejszy,1
z,orować,1
z,miar,1
z,ort,1
z,awo,1
z,naczyć,1
z,kat,1
z,ialny,1
z,aleg,1
z,eko,1
z,arno,1
z,ięcio,1
z,ółka,1
z,eznan,1
z,nanie,1
po,pierdol,1
po,czek,1
po,cze,1
po,li,1
po,ro,1
po,pi,1
po,ły,1
po,dek,1
po,tra,1
po,wo,1
po,zwa,1
po,ga,1
po,rze,1
po,to,1
po,zi,1
po,lew,1
po,i,1
po,no,1
po,ród,1
po,łu,1
po,stęp,1
po,wod,1
po,st,1
po,chodzić,1
po,ński,1
po,ch,1
zyć,?,1
d,ęga,1
d,rzę,1
d,erski,1
d,żel,1
d,żela,1
d,owo,1
d,owodny,1
d,rań,1
d,osi,1
d,bia,1
d,ystry,1
d,bród,1
d,owity,1
d,ynek,1
d,mo,1
d,czerw,1
d,wica,1
d,ysta,1
d,ostrzega,1
d,ostr,1
d,eki,1
d,rzyć,1
d,rzy,1
d,małżeński,1
d,alia,1
d,radz,1
d,ymny,1
d,owni,1
d,grzybek,1
d,erzyć,1
d,ach,1
d,oform,1
d,opał,1
d,bi,1
d,bijać,1
d,is,1
d,dać,1
d,świadomy,1
d,świadom,1
d,świa,1
d,okonan,1
d,row,1
d,ag,1
d,iatra,1
d,iatr,1
d,ofil,1
d,ez,1
d,zoł,1
d,obro,1
d,olar,1
d,żowy,1
d,się,1
d,wod,1
d,yszeć,1
d,atny,1
d,ostat,1
d,osta,1
d,ew,1
d,uz,1
d,awać,1
d,edy,1
d,ysy,1
d,oczny,1
d,oc,1
d,wzajemn,1
d,zać się,1
d,karz,1
d,rogi,1
d,okonać,1
d,rzemka,1
d,wojenny,1
d,iom,1
d,mio,1
d,eme,1
d,owód,1
d,ziać,1
d,eh,1
d,karstwo,1
d,kar,1
d,okt,1
d,arst,1
d,powiedni,1
d,aty,1
d,oszcz,1
d,ecki,1
d,orac,1
d,mow,1
d,rabi,1
d,rzejszy,1
d,akty,1
d,potop,1
d,nora,1
d,krywać,1
d,rzuc,1
d,olniejszy,1
d,rac,1
d,rum,1
d,łoń,1
d,okon,1
d,omek,1
d,yw,1
d,używać,1
d,okład,1
d,ziewać,1
d,przeciętny,1
d,prze,1
d,pr,1
d,zy,1
d,uc,1
d,orzecze,1
d,orze,1
d,aryca,1
d,aryc,1
d,ży,1
d,yz,1
d,oceniać,1
d,oceni,1
d,ocen,1
d,oce,1
d,lisz,1
d,lis,1
d,orsz,1
d,yr,1
d,ete,1
d,pierdolić,1
d,pierdol,1
d,pier,1
d,łowstręt,1
d,eb,1
d,oli,1
d,rażni,1
d,ła,1
d,yma,1
d,rewn,1
d,eszcz,1
d,ytować,1
d,szkod,1
d,ien,1
d,kra,1
d,ysp,1
d,ożyć,1
d,roś,1
d,any,1
d,palenie,1
d,wiec,1
d,umniejszy,1
d,oła,1
d,uska,1
d,rgan,1
d,zaj,1
d,powiadać,1
d,łó,1
d,łówka,1
d,usza,1
d,zon,1
d,zwyczajny,1
d,re,1
d,uży,1
d,łow,1
d,rowa,1
d,zbiór,1
d,asz,1
d,as,1
d,noc,1
d,noczesny,1
d,ytorium,1
d,żu,1
d,umać,1
d,min,1
d,pisać,1
d,oksy,1
d,ode,1
d,dźwiękowy,1
d,odatkowy,1
d,iani,1
d,czenie,1
d,oświ,1
d,palacz,1
d,ioto,1
d,wab,1
d,zk,1
d,uński,1
d,ap,1
d,apte,1
d,rżeć,1
d,ukować,1
d,oja,1
d,esz,1
d,czynić,1
d,palić,1
d,dychać,1
d,wodny,1
d,rywać,1
d,iol,1
d,upi,1
d,upie,1
d,człowiek,1
d,ac,1
d,mucha,1
d,umi,1
d,umie,1
d,ręka,1
d,zka,1
d,emi,1
d,budowa,1
d,bu,1
d,szk,1
d,alszy,1
d,zeń,1
d,eszczyk,1
d,alek,1
d,we,1
d,omowy,1
d,dech,1
d,orka,1
d,jeb,1
d,orzecz,1
d,ad,1
d,ostęp,1
d,achowiec,1
d,orski,1
d,ysk,1
d,ebrać,1
d,la,1
d,cza,1
d,ese,1
ę,ść,1
ę,bły,1
ę,py,1
ę,glo,1
ę,trzny,1
ę,dza,1
ę,czyna,1
ę,czyn,1
ę,szcza,1
ę,kować,1
ę,dka,1
ę,szyć,1
ę,dowa,1
ę,dow,1
ę,zycze,1
ę,sić,1
ę,kki,1
ę,zyk m,1
ę,drze,1
ę,cier,1
ę,towy,1
ę,dziwo,1
ę,gać,1
ę,stwo,1
ę,gor,1
ę,tro,1
ę,tność,1
ę,kop,1
ę,kani,1
ę,tać,1
ę,zie,1
ę,garnia,1
ę,żarn,1
ę,tnica,1
ę,żnic,1
ę,żni,1
ę,żniczka,1
ę,gn,1
ę,gno,1
ę,ży,1
ę,powi,1
ę,żn,1
ę,żna,1
ę,cy,1
ę,dnik,1
ę,tnik,1
ę,drow,1
ę,dro,1
ę,żniejszy,1
ęga,ć,1
płaszcz,k,1
aszcz,k,1
aszcz,ka,1
asz,n,1
asz,nik,1
asz,o,1
szcz,k,1
szcz,owy,1
cz,ownic,1
cz,kaw,1
cz,ość,1
cz,aw,1
cz,m,1
cz,ówka,1
cz,ek,1
cz,ki,1
cz,ni,1
cz,ta,1
ła,szcz,1
ła,wka,1
ła,nia,1
ła,ć,1
ła,czka,1
ła,ski,1
ła,wy,1
ła,dny,1
ła,man,1
ła,niec,1
b,akus,1
b,ser,1
b,ałt,1
b,rowi,1
b,ywat,1
b,ywa,1
b,alo,1
b,ież,1
b,wodnic,1
b,wodn,1
b,ate,1
b,łus,1
b,łu,1
b,aret,1
b,are,1
b,udy,1
b,otnik,1
b,jęt,1
b,liga,1
b,eżowy,1
b,ańczy,1
b,omba,1
b,ada,1
b,ciąża,1
b,cią,1
b,czyzna,1
b,cz,1
b,ulica,1
b,ier,1
b,iera,1
b,ulka,1
b,edn,1
b,st,1
b,stra,1
b,str,1
b,urt,1
b,rystyka,1
b,ryst,1
b,łąka,1
b,aks,1
b,elga,1
b,awe,1
b,ownica,1
b,owni,1
b,ownic,1
b,ył,1
b,obra,1
b,ranie,1
b,unia,1
b,un,1
b,rudny,1
b,arwa,1
b,rodzić,1
b,yd,1
b,ierny,1
b,any,1
b,raż,1
b,atka,1
b,anka,1
b,urski,1
b,iony,1
b,awar,1
b,ożn,1
b,asistka,1
b,razić,1
b,abi,1
b,ieta,1
b,ienica,1
b,ieni,1
b,rył,1
b,rut,1
b,askij,1
b,iur,1
b,ruk,1
b,aga,1
b,luz,1
b,ere,1
b,ura,1
b,aro,1
b,łot,1
b,rus,1
b,łczan,1
b,szern,1
b,onować,1
b,stwo,1
b,et,1
b,łyska,1
b,ota,1
b,lica,1
b,lic,1
b,oższy,1
b,ozon,1
b,atyczny,1
b,aty,1
b,adło,1
b,serwat,1
b,szerny,1
b,iek,1
b,oż,1
b,ożny,1
b,roń,1
b,ożo,1
b,alista,1
b,uru,1
b,ogi,1
b,ośni,1
b,raw,1
b,urka,1
b,elka,1
b,arbar,1
b,arba,1
b,rata,1
b,ys,1
b,anan,1
b,uł,1
b,ande,1
b,usowy,1
b,amb,1
b,asista,1
b,yw,1
b,romo,1
b,sko,1
b,iór,1
b,ob,1
b,rzuc,1
b,aszta,1
b,asz,1
b,emo,1
b,em,1
b,oro,1
b,aliz,1
b,rzym,1
b,łysk,1
b,inek,1
b,ób,1
b,eleczka,1
b,arbarz,1
b,ot,1
b,raźliwy,1
b,ień,1
b,ię,1
b,oczk,1
b,ica,1
b,od,1
b,lend,1
b,tropi,1
b,iot,1
b,ukie,1
b,iański,1
b,akt,1
b,łę,1
b,rabować,1
b,owa,1
b,roić,1
b,ato,1
b,ębe,1
b,arma,1
b,ała,1
b,arn,1
b,run,1
b,łoniowy,1
b,ark,1
b,isty,1
b,asad,1
b,ani,1
b,rudzi,1
b,udo,1
b,oja,1
b,szer,1
b,cia,1
b,row,1
b,urz,1
b,ędny,1
b,udzik,1
b,udzi,1
b,udowni,1
b,udow,1
j,le,1
j,czulszy,1
j,dostępniejszy,1
j,późniejszy,1
j,zwyklejszy,1
j,delikatniejszy,1
j,brudniejszy,1
j,orski,1
j,zamożniejszy,1
j,rzy,1
j,rzyst,1
j,rzys,1
j,bielszy,1
j,gorszy,1
j,cudowniejszy,1
j,lepsiejszy,1
j,słodszy,1
j,ub,1
j,em,1
j,aktywniejszy,1
j,atrakcyjniejszy,1
j,atrakcyjn,1
j,ac,1
j,sterk,1
j,ajn,1
j,eżowy,1
j,ęcz,1
j,wybitniejszy,1
j,wy,1
j,ekcja,1
j,milszy,1
j,płytszy,1
j,tajniejszy,1
j,ważniejszy,1
j,asn,1
j,awiać się,1
j,awiać,1
j,normalniejszy,1
j,krąglejszy,1
j,niższy,1
j,ciaśniejszy,1
j,głębszy,1
j,wdzięczniejszy,1
j,łatwiejszy,1
j,pełniejszy,1
j,bujniejszy,1
j,awo,1
j,aktualniejszy,1
j,dojrzalszy,1
j,dojrza,1
j,erz,1
j,zwięźlejszy,1
j,ączek,1
j,ora,1
j,lojalniejszy,1
j,ciemniejszy,1
j,onować,1
j,h,1
j,kruchszy,1
j,sprośniejszy,1
j,wcześniejszy,1
j,nudniejszy,1
j,trudniejszy,1
j,zwyczajniejszy,1
j,amb,1
j,man,1
j,ma,1
j,mądrzejszy,1
j,śmieszniejszy,1
j,inteligentniejszy,1
j,cnotliwszy,1
j,śliczniejszy,1
j,mniejszy,1
j,ęty,1
j,regularniejszy,1
j,pewniejszy,1
j,ciekawszy,1
j,ony,1
j,olog,1
j,aski,1
j,any,1
j,lichszy,1
j,lic,1
j,silniejszy,1
j,skromniejszy,1
j,ans,1
j,eść,1
j,ew,1
j,wolniejszy,1
j,aponka,1
j,ak,1
j,bliższy,1
j,kwaśniejszy,1
j,piękniejszy,1
j,mierniejszy,1
j,naturalniejszy,1
j,wspanialszy,1
j,wspania,1
j,ago,1
j,tańszy,1
j,tań,1
j,konkretniejszy,1
j,taśma,1
j,adło,1
j,ądr,1
j,ąd,1
j,ęcie,1
j,zabawniejszy,1
j,onista,1
j,at,1
j,owa,1
j,droższy,1
j,solidniejszy,1
j,ęt,1
j,smutniejszy,1
j,ska,1
j,zieleńszy,1
j,zieleń,1
j,przyjaźniejszy,1
j,smiczny,1
